ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Height,Weight,Release Clause,Kit Number
258418,21 B. Balint,20,https://cdn.sofifa.net/players/258/418/21_60.png,Romania,55,67,CSM Politehnica Iași,https://cdn.sofifa.net/teams/110815/30.png,€300K,€950,Left,2,2,Medium/ High,180cm,74kg,€202K,30
270413,A. Penin,19,https://cdn.sofifa.net/players/270/413/23_60.png,France,57,70,Valenciennes FC,https://cdn.sofifa.net/teams/110456/30.png,€375K,€550,Right,3,2,Medium/ Medium,180cm,69kg,€891K,31
259940,H. Al Zahrani,23,https://cdn.sofifa.net/players/259/940/23_60.png,Saudi Arabia,53,60,Al Khaleej,https://cdn.sofifa.net/teams/112883/30.png,€180K,€4K,Left,3,2,Medium/ Medium,171cm,65kg,nan,32
262246,22 B. Zynek,19,https://cdn.sofifa.net/players/262/246/22_60.png,Poland,56,66,Wisła Płock,https://cdn.sofifa.net/teams/1569/30.png,€300K,€650,Right,3,2,Medium/ Medium,174cm,70kg,€465K,16
253207,22 A. Al Qahtani,22,https://cdn.sofifa.net/players/253/207/22_60.png,Saudi Arabia,57,66,Abha Club,https://cdn.sofifa.net/teams/113058/30.png,€375K,€2K,Right,3,2,Medium/ Medium,172cm,68kg,nan,29
48732,09 P. Gabriel,35,https://cdn.sofifa.net/players/048/732/09_60.png,Czech Republic,73,76,Viktoria Žižkov,https://cdn.sofifa.net/teams/110465/30.png,€0,€0,Left,3,1,N/A/ N/A,191cm,88kg,nan,33
261190,B. Al Hurayji,22,https://cdn.sofifa.net/players/261/190/23_60.png,Saudi Arabia,52,60,Al Batin,https://cdn.sofifa.net/teams/112990/30.png,€180K,€2K,Right,3,2,Medium/ Medium,175cm,68kg,€333K,6
268533,22 M. Hanraths,22,https://cdn.sofifa.net/players/268/533/22_60.png,Germany,60,68,FC Schalke 04,https://cdn.sofifa.net/teams/34/30.png,€525K,€2K,Right,3,2,Medium/ Medium,188cm,83kg,€945K,37
258845,21 D. La Torre,18,https://cdn.sofifa.net/players/258/845/21_60.png,Peru,50,64,Club Alianza Lima,https://cdn.sofifa.net/teams/111010/30.png,€110K,€500,Left,2,2,High/ Low,178cm,75kg,€305K,23
268365,22 M. Borgers,21,https://cdn.sofifa.net/players/268/365/22_60.png,Germany,63,68,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,€675K,€1K,Left,3,2,Medium/ Medium,189cm,85kg,€1M,2
255558,E. Bayram,19,https://cdn.sofifa.net/players/255/558/23_60.png,Turkey,59,73,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€500K,€4K,Right,2,2,Low/ Medium,186cm,71kg,€1.3M,40
258005,M. Ćoćić,19,https://cdn.sofifa.net/players/258/005/23_60.png,Serbia,54,71,TSV 1860 München,https://cdn.sofifa.net/teams/33/30.png,€275K,€500,Left,3,3,Medium/ Medium,183cm,75kg,€571K,30
270216,F. Marco,19,https://cdn.sofifa.net/players/270/216/23_60.png,Argentina,60,73,Defensa y Justicia,https://cdn.sofifa.net/teams/111710/30.png,€550K,€1K,Left,2,2,Medium/ Medium,188cm,70kg,€1.2M,24
267731,B. Kristiansen,19,https://cdn.sofifa.net/players/267/731/23_60.png,Norway,54,68,FK Jerv,https://cdn.sofifa.net/teams/115489/30.png,€240K,€500,Right,2,2,Medium/ Medium,185cm,80kg,€450K,35
255543,21 E. Matsuda,19,https://cdn.sofifa.net/players/255/543/21_60.png,Japan,57,69,Yokohama F. Marinos,https://cdn.sofifa.net/teams/101151/30.png,€400K,€1K,Right,1,2,Medium/ Medium,170cm,63kg,€600K,43
263739,L. Macari,20,https://cdn.sofifa.net/players/263/739/23_60.png,Scotland,57,71,Dundalk FC,https://cdn.sofifa.net/teams/837/30.png,€375K,€3K,Right,3,2,Medium/ Medium,185cm,77kg,nan,2
262928,22 Y. Scintu,24,https://cdn.sofifa.net/players/262/928/22_60.png,Italy,57,63,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,€250K,€1K,Right,3,2,Medium/ Medium,193cm,84kg,€413K,14
264005,22 M. Surzyn,17,https://cdn.sofifa.net/players/264/005/22_60.png,Poland,54,69,Jagiellonia Białystok,https://cdn.sofifa.net/teams/110745/30.png,€250K,€500,Right,3,2,High/ Low,175cm,65kg,€494K,24
269523,Cai Haochang,23,https://cdn.sofifa.net/players/269/523/23_60.png,China PR,50,54,Meizhou Hakka,https://cdn.sofifa.net/teams/114628/30.png,€60K,€1K,Right,3,2,High/ Medium,170cm,65kg,€98K,28
259985,22 L. Lykkegaard,19,https://cdn.sofifa.net/players/259/985/22_60.png,Denmark,52,65,FC Nordsjælland,https://cdn.sofifa.net/teams/1788/30.png,€180K,€900,Right,2,2,High/ Medium,176cm,68kg,€338K,35
259157,21 Y. Arai,16,https://cdn.sofifa.net/players/259/157/21_60.png,England,49,66,Stevenage,https://cdn.sofifa.net/teams/361/30.png,€120K,€500,Right,3,2,High/ Low,176cm,70kg,€285K,32
263934,L. Jenkins,19,https://cdn.sofifa.net/players/263/934/23_60.png,England,55,69,AFC Wimbledon,https://cdn.sofifa.net/teams/112259/30.png,€275K,€1K,Right,2,2,Medium/ Medium,180cm,70kg,€653K,36
266721,22 A. Suryavanshi,20,https://cdn.sofifa.net/players/266/721/22_60.png,India,48,59,ATK Mohun Bagan FC,https://cdn.sofifa.net/teams/113146/30.png,€100K,€500,Right,3,2,Medium/ Medium,172cm,64kg,€155K,16
260654,22 A. Kirk,18,https://cdn.sofifa.net/players/260/654/22_60.png,England,58,71,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€450K,€3K,Right,3,2,Medium/ Medium,187cm,78kg,€1.1M,54
266582,A. Univaso,21,https://cdn.sofifa.net/players/266/582/23_60.png,Uruguay,58,68,Montevideo Wanderers,https://cdn.sofifa.net/teams/111001/30.png,€450K,€500,Right,2,3,Medium/ Low,187cm,81kg,€1.1M,13
264508,22 E. Philibert,19,https://cdn.sofifa.net/players/264/508/22_60.png,France,59,72,Nîmes Olympique,https://cdn.sofifa.net/teams/224/30.png,€500K,€600,Right,3,2,Medium/ Medium,188cm,84kg,€1.2M,34
266856,V. Bezerra,22,https://cdn.sofifa.net/players/266/856/23_60.png,United States,56,66,Chicago Fire Football Club,https://cdn.sofifa.net/teams/693/30.png,€325K,€1K,Right,4,3,High/ Medium,183cm,79kg,€536K,33
256143,21 F. Giacopuzzi,19,https://cdn.sofifa.net/players/256/143/21_60.png,Argentina,61,73,Club Atlético Tigre,https://cdn.sofifa.net/teams/111715/30.png,€725K,€1K,Right,3,2,Medium/ Medium,186cm,78kg,€1.2M,4
261697,22 F. García,23,https://cdn.sofifa.net/players/261/697/22_60.png,Uruguay,58,64,Cerro Largo Fútbol Club,https://cdn.sofifa.net/teams/115536/30.png,€325K,€500,Right,3,2,High/ Low,178cm,82kg,€764K,20
179976,12 F. Berisha,21,https://cdn.sofifa.net/players/179/976/12_60.png,Switzerland,48,62,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€70K,€2K,Left,3,2,Medium/ High,170cm,65kg,nan,29
268433,K. Franklin,19,https://cdn.sofifa.net/players/268/433/23_60.png,Canada,52,68,Toronto FC,https://cdn.sofifa.net/teams/111651/30.png,€200K,€600,Right,2,2,Medium/ Medium,168cm,69kg,€425K,58
263433,22 J. Kada,20,https://cdn.sofifa.net/players/263/433/22_60.png,Algeria,57,65,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€325K,€4K,Left,2,2,Medium/ Medium,185cm,74kg,€683K,47
266530,22 G. Buezo,16,https://cdn.sofifa.net/players/266/530/22_60.png,Bolivia,58,78,Club The Strongest,https://cdn.sofifa.net/teams/110969/30.png,€525K,€500,Right,3,2,Medium/ Medium,177cm,75kg,€1.7M,3
256096,21 Martínez,21,https://cdn.sofifa.net/players/256/096/21_60.png,Spain,58,70,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,€500K,€3K,Right,3,3,Medium/ Low,196cm,80kg,€1.2M,27
257108,21 L. Lightfoot,18,https://cdn.sofifa.net/players/257/108/21_60.png,England,51,62,Carlisle United,https://cdn.sofifa.net/teams/1480/30.png,€120K,€550,Right,3,2,Medium/ High,182cm,70kg,€234K,26
269344,M. Zebić,26,https://cdn.sofifa.net/players/269/344/23_60.png,Croatia,63,66,Korona Kielce,https://cdn.sofifa.net/teams/111083/30.png,€550K,€1K,Right,3,2,Medium/ High,187cm,81kg,€784K,95
266629,22 S. Klein,17,https://cdn.sofifa.net/players/266/629/22_60.png,Australia,50,66,Brisbane Roar,https://cdn.sofifa.net/teams/111395/30.png,€120K,€500,Right,3,2,Medium/ Medium,188cm,78kg,€225K,57
259269,21 F. Cabral,19,https://cdn.sofifa.net/players/259/269/21_60.png,Argentina,57,73,Club Atlético Talleres,https://cdn.sofifa.net/teams/112670/30.png,€425K,€2K,Right,3,2,High/ Low,187cm,78kg,€903K,9
259907,22 J. Jiménez,26,https://cdn.sofifa.net/players/259/907/22_60.png,Ecuador,62,67,Guayaquil City FC,https://cdn.sofifa.net/teams/113723/30.png,€525K,€500,Right,2,2,High/ Medium,186cm,78kg,€1.2M,4
256822,21 T. Holland,18,https://cdn.sofifa.net/players/256/822/21_60.png,England,51,64,Swindon Town,https://cdn.sofifa.net/teams/1934/30.png,€140K,€650,Right,3,2,Medium/ Medium,177cm,63kg,€333K,41
267919,J. Gutiérrez,24,https://cdn.sofifa.net/players/267/919/23_60.png,Venezuela,63,67,Deportivo Táchira FC,https://cdn.sofifa.net/teams/110990/30.png,€625K,€500,Right,3,2,Medium/ High,193cm,88kg,€1.4M,3
252997,20 M. Barra,17,https://cdn.sofifa.net/players/252/997/20_60.png,Mexico,51,69,Tiburones Rojos de Veracruz,https://cdn.sofifa.net/teams/110145/30.png,€70K,€500,Right,1,2,Medium/ Low,169cm,64kg,€159K,25
263575,C. Riedel,18,https://cdn.sofifa.net/players/263/575/23_60.png,Germany,62,75,SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/30.png,€875K,€950,Right,3,2,Medium/ Medium,186cm,73kg,€1.9M,38
259435,21 D. Cor,19,https://cdn.sofifa.net/players/259/435/21_60.png,Uruguay,58,68,Liverpool Fútbol Club,https://cdn.sofifa.net/teams/111326/30.png,€450K,€500,Left,3,2,High/ Low,173cm,65kg,€1.1M,31
240455,B. Sass-Davies,22,https://cdn.sofifa.net/players/240/455/23_60.png,Wales,61,69,Crewe Alexandra,https://cdn.sofifa.net/teams/121/30.png,€700K,€2K,Right,3,2,Medium/ Medium,191cm,79kg,€1.4M,22
258300,21 J. Vega,25,https://cdn.sofifa.net/players/258/300/21_60.png,Peru,57,61,Sport Huancayo,https://cdn.sofifa.net/teams/114511/30.png,€210K,€500,Left,2,2,Medium/ Medium,175cm,70kg,€467K,30
264121,22 A. Tsoungui,18,https://cdn.sofifa.net/players/264/121/22_60.png,Belgium,60,77,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,€600K,€2K,Right,2,2,Medium/ Medium,185cm,87kg,€1.5M,53
264369,M. Fredes,19,https://cdn.sofifa.net/players/264/369/23_60.png,Chile,58,72,CD Antofagasta,https://cdn.sofifa.net/teams/112533/30.png,€475K,€750,Right,3,2,Medium/ Medium,169cm,62kg,€938K,31
264443,A. Camara,22,https://cdn.sofifa.net/players/264/443/23_60.png,Mali,56,65,Sarpsborg 08 FF,https://cdn.sofifa.net/teams/112199/30.png,€325K,€850,Right,3,2,Medium/ Medium,187cm,80kg,€471K,14
260710,E. Kratzer,22,https://cdn.sofifa.net/players/260/710/23_60.png,Germany,56,66,SpVgg Greuther Fürth,https://cdn.sofifa.net/teams/165/30.png,€300K,€1K,Right,3,2,Medium/ Low,178cm,66kg,€540K,29
258242,21 A. Skrzyniak,19,https://cdn.sofifa.net/players/258/242/21_60.png,Poland,55,71,PGE FKS Stal Mielec,https://cdn.sofifa.net/teams/114004/30.png,€325K,€500,Left,3,2,Medium/ Medium,192cm,76kg,€316K,4
216523,M. Oikonomou,29,https://cdn.sofifa.net/players/216/523/23_60.png,Greece,65,65,F.C. København,https://cdn.sofifa.net/teams/819/30.png,€600K,€6K,Right,3,2,Low/ Medium,189cm,85kg,€780K,26
256190,20 D. Soto,19,https://cdn.sofifa.net/players/256/190/20_60.png,Chile,53,63,Club Deportivo Palestino,https://cdn.sofifa.net/teams/111328/30.png,€90K,€500,Right,3,2,Medium/ Medium,169cm,62kg,€140K,19
271300,D. Prpić,18,https://cdn.sofifa.net/players/271/300/23_60.png,Croatia,61,78,Hajduk Split,https://cdn.sofifa.net/teams/263/30.png,€775K,€500,Left,2,2,Low/ High,188cm,78kg,€2.2M,31
264136,22 K. Chiba,18,https://cdn.sofifa.net/players/264/136/22_60.png,Japan,53,67,Shimizu S-Pulse,https://cdn.sofifa.net/teams/101149/30.png,€220K,€500,Right,3,2,High/ Medium,178cm,73kg,€413K,43
262275,22 S. Deuling,20,https://cdn.sofifa.net/players/262/275/22_60.png,Netherlands,55,65,SC Cambuur,https://cdn.sofifa.net/teams/647/30.png,€275K,€1K,Right,3,2,Medium/ Medium,176cm,65kg,€454K,40
269751,Kim Bum Su,22,https://cdn.sofifa.net/players/269/751/23_60.png,Korea Republic,54,61,Jeju United FC,https://cdn.sofifa.net/teams/1478/30.png,€220K,€1K,Right,3,2,Medium/ Medium,174cm,64kg,€319K,20
257976,Wang Peng,29,https://cdn.sofifa.net/players/257/976/23_60.png,China PR,53,53,Shijiazhuang Ever Bright F.C.,https://cdn.sofifa.net/teams/112985/30.png,€80K,€1K,Right,3,2,Medium/ Medium,185cm,78kg,€124K,2
182494,F. Muslera,36,https://cdn.sofifa.net/players/182/494/23_60.png,Uruguay,79,79,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€1.9M,€34K,Right,2,1,Medium/ Medium,190cm,74kg,€3.6M,1
256996,J. Zoherliana,23,https://cdn.sofifa.net/players/256/996/23_60.png,India,52,57,NorthEast United FC,https://cdn.sofifa.net/teams/113040/30.png,€110K,€500,Right,4,2,High/ Medium,171cm,71kg,€157K,24
252843,20 S. Doherty,25,https://cdn.sofifa.net/players/252/843/20_60.png,Republic of Ireland,48,51,Finn Harps,https://cdn.sofifa.net/teams/111131/30.png,€35K,€500,Right,2,2,Medium/ Medium,181cm,73kg,€57K,8
262756,22 M. Gumaneh,18,https://cdn.sofifa.net/players/262/756/22_60.png,Germany,55,67,FC Viktoria 1889 Berlin,https://cdn.sofifa.net/teams/115820/30.png,€300K,€500,Right,2,2,Medium/ Medium,188cm,76kg,€495K,21
264526,22 Chung Sung Won,20,https://cdn.sofifa.net/players/264/526/22_60.png,Korea Republic,48,59,Incheon United FC,https://cdn.sofifa.net/teams/110765/30.png,€100K,€650,Right,3,2,Medium/ High,175cm,67kg,€145K,40
259052,22 J. Quiñonez,19,https://cdn.sofifa.net/players/259/052/22_60.png,Paraguay,57,71,Club Libertad,https://cdn.sofifa.net/teams/111008/30.png,€375K,€500,Right,3,2,Low/ Medium,189cm,88kg,€1.1M,35
260851,22 S. Tanabe,19,https://cdn.sofifa.net/players/260/851/22_60.png,Japan,56,67,Kawasaki Frontale,https://cdn.sofifa.net/teams/111730/30.png,€300K,€1K,Right,3,2,Low/ Medium,180cm,73kg,€450K,30
269249,B. Plat,22,https://cdn.sofifa.net/players/269/249/23_60.png,Netherlands,62,69,FC Volendam,https://cdn.sofifa.net/teams/645/30.png,€750K,€1K,Right,2,2,Medium/ Medium,191cm,82kg,€1.2M,3
256389,22 Lee Jung Min,21,https://cdn.sofifa.net/players/256/389/22_60.png,Korea Republic,52,63,Seongnam FC,https://cdn.sofifa.net/teams/981/30.png,€180K,€750,Right,3,2,High/ Low,186cm,80kg,€261K,27
259495,21 É. Guerra,19,https://cdn.sofifa.net/players/259/495/21_60.png,Colombia,57,69,Millonarios FC,https://cdn.sofifa.net/teams/101105/30.png,€400K,€500,Right,2,2,Medium/ Medium,172cm,65kg,€620K,37
259546,A. Astudillo,22,https://cdn.sofifa.net/players/259/546/23_60.png,Venezuela,56,66,Universidad Católica,https://cdn.sofifa.net/teams/110975/30.png,€300K,€1K,Right,3,2,Medium/ Medium,177cm,75kg,€480K,29
255951,20 Luis Poblete,22,https://cdn.sofifa.net/players/255/951/20_60.png,Spain,60,68,Albacete BP,https://cdn.sofifa.net/teams/1854/30.png,€275K,€1K,Right,3,2,Medium/ Medium,180cm,75kg,€495K,37
266012,S. Marino,18,https://cdn.sofifa.net/players/266/012/23_60.png,Italy,57,73,Karlsruher SC,https://cdn.sofifa.net/teams/1832/30.png,€425K,€1K,Right,3,2,Medium/ Medium,186cm,79kg,€924K,27
189974,10 O. Gay,26,https://cdn.sofifa.net/players/189/974/10_60.png,Ukraine,67,68,,https://cdn.sofifa.net/flags/ua.png,€0,€0,Right,3,1,N/A/ N/A,181cm,73kg,nan,8
262032,22 A. Quezada,22,https://cdn.sofifa.net/players/262/032/22_60.png,United States,54,62,Los Angeles FC,https://cdn.sofifa.net/teams/112996/30.png,€240K,€1K,Right,2,2,Medium/ Medium,175cm,68kg,€408K,24
266179,22 K. Laukžemis,29,https://cdn.sofifa.net/players/266/179/22_60.png,Lithuania,60,60,AFC UTA Arad,https://cdn.sofifa.net/teams/110750/30.png,€250K,€2K,Right,3,2,Medium/ Medium,188cm,82kg,€338K,11
268763,E. Nuamah,18,https://cdn.sofifa.net/players/268/763/23_60.png,Ghana,56,72,FC Nordsjælland,https://cdn.sofifa.net/teams/1788/30.png,€350K,€900,Left,2,3,Medium/ Medium,178cm,71kg,€656K,37
269930,G. O'Donkor,17,https://cdn.sofifa.net/players/269/930/23_60.png,England,51,64,Oxford United,https://cdn.sofifa.net/teams/1951/30.png,€130K,€500,Left,3,2,Medium/ Medium,178cm,64kg,€309K,39
266699,L. Zárate,22,https://cdn.sofifa.net/players/266/699/23_60.png,Paraguay,63,71,Club Olimpia,https://cdn.sofifa.net/teams/101108/30.png,€1M,€500,Left,3,2,Medium/ Medium,191cm,76kg,€2.4M,2
268786,22 G. Storey,19,https://cdn.sofifa.net/players/268/786/22_60.png,Northern Ireland,50,65,Derry City,https://cdn.sofifa.net/teams/445/30.png,€100K,€500,Right,3,2,Medium/ Medium,181cm,70kg,€218K,21
261122,22 Kim Ryun Seong,19,https://cdn.sofifa.net/players/261/122/22_60.png,Korea Republic,52,66,Pohang Steelers,https://cdn.sofifa.net/teams/1474/30.png,€180K,€650,Left,2,2,Medium/ Medium,175cm,62kg,€338K,30
268897,M. Zilli,19,https://cdn.sofifa.net/players/268/897/23_60.png,Italy,56,66,Cosenza,https://cdn.sofifa.net/teams/112168/30.png,€300K,€500,Right,3,2,Medium/ Medium,180cm,75kg,€525K,40
257095,22 Z. Walker,18,https://cdn.sofifa.net/players/257/095/22_60.png,England,57,68,Bristol Rovers,https://cdn.sofifa.net/teams/1962/30.png,€350K,€1K,Right,3,3,High/ Low,174cm,66kg,€683K,28
255274,22 D. Tursunov,26,https://cdn.sofifa.net/players/255/274/22_60.png,Uzbekistan,64,67,Chongqing Liangjiang Athletic,https://cdn.sofifa.net/teams/112165/30.png,€675K,€2K,Right,3,2,Low/ High,187cm,79kg,€1.1M,33
261316,22 K. Minoda,21,https://cdn.sofifa.net/players/261/316/22_60.png,Japan,56,65,Shonan Bellmare,https://cdn.sofifa.net/teams/113161/30.png,€300K,€550,Right,3,2,Medium/ Medium,180cm,74kg,€435K,20
213901,A. Madu,28,https://cdn.sofifa.net/players/213/901/23_60.png,Saudi Arabia,66,67,Al Nassr,https://cdn.sofifa.net/teams/112139/30.png,€800K,€10K,Left,3,2,Low/ Medium,186cm,77kg,€1.4M,3
261870,21 B. Camara,19,https://cdn.sofifa.net/players/261/870/21_60.png,France,58,67,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,€450K,€4K,Left,2,2,High/ Low,176cm,62kg,€990K,36
205211,M. Borjan,34,https://cdn.sofifa.net/players/205/211/23_60.png,Canada,77,77,,https://cdn.sofifa.net/flags/ca.png,€0,€0,Right,2,1,Medium/ Medium,196cm,84kg,nan,18
266729,22 S. Izmirlioglu,22,https://cdn.sofifa.net/players/266/729/22_60.png,Switzerland,61,69,FC Luzern,https://cdn.sofifa.net/teams/897/30.png,€700K,€2K,Right,3,2,Medium/ High,184cm,82kg,€1.2M,14
256262,22 A. León,21,https://cdn.sofifa.net/players/256/262/22_60.png,Mexico,60,69,Club León,https://cdn.sofifa.net/teams/110781/30.png,€550K,€3K,Right,2,2,High/ Medium,188cm,79kg,€1M,91
254949,21 J. Palacios,26,https://cdn.sofifa.net/players/254/949/21_60.png,Ecuador,60,61,Sociedad Deportiva Aucas,https://cdn.sofifa.net/teams/110987/30.png,€300K,€500,Right,3,2,Medium/ Medium,172cm,70kg,€668K,18
264084,22 I. Repyakh,19,https://cdn.sofifa.net/players/264/084/22_60.png,Russia,53,66,Vejle Boldklub,https://cdn.sofifa.net/teams/822/30.png,€220K,€1K,Left,3,2,Medium/ Medium,169cm,59kg,€413K,35
238073,K. Jameson,23,https://cdn.sofifa.net/players/238/073/23_60.png,England,57,63,Tranmere Rovers,https://cdn.sofifa.net/teams/15048/30.png,€240K,€2K,Left,2,2,Medium/ Medium,183cm,79kg,€468K,18
255840,20 Kim Soo Hyeok,23,https://cdn.sofifa.net/players/255/840/20_60.png,Korea Republic,53,60,Gangwon FC,https://cdn.sofifa.net/teams/112115/30.png,€80K,€800,Right,3,2,Medium/ Medium,181cm,75kg,€116K,39
266147,J. Tomkinson,20,https://cdn.sofifa.net/players/266/147/23_60.png,United States,62,74,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,€900K,€5K,Right,3,2,Medium/ Medium,190cm,78kg,€1.9M,45
263811,J. Woods,21,https://cdn.sofifa.net/players/263/811/23_60.png,England,53,61,Accrington Stanley,https://cdn.sofifa.net/teams/110313/30.png,€210K,€800,Right,2,2,High/ Medium,179cm,74kg,€410K,39
266740,E. Alagich,18,https://cdn.sofifa.net/players/266/740/23_60.png,Australia,50,65,Adelaide United,https://cdn.sofifa.net/teams/111393/30.png,€110K,€500,Left,3,2,Medium/ Medium,178cm,72kg,€206K,55
260681,G. Asomani,23,https://cdn.sofifa.net/players/260/681/23_60.png,Ghana,52,62,San Jose Earthquakes,https://cdn.sofifa.net/teams/111928/30.png,€170K,€1K,Right,2,2,Low/ High,168cm,61kg,€281K,18
262847,22 J. Botorok,19,https://cdn.sofifa.net/players/262/847/22_60.png,Romania,51,61,Sepsi OSK Sf. Gheorghe,https://cdn.sofifa.net/teams/113378/30.png,€130K,€1K,Right,2,2,High/ Low,177cm,77kg,€202K,96
258716,21 M. Awad,23,https://cdn.sofifa.net/players/258/716/21_60.png,Israel,60,68,Lech Poznań,https://cdn.sofifa.net/teams/873/30.png,€550K,€2K,Left,3,2,Medium/ Medium,182cm,76kg,€853K,29
271025,F. Díaz,21,https://cdn.sofifa.net/players/271/025/23_60.png,Paraguay,56,63,Club Sol de América,https://cdn.sofifa.net/teams/112080/30.png,€275K,€500,Left,3,2,Medium/ Medium,180cm,73kg,€646K,26
271265,E. Austbø,17,https://cdn.sofifa.net/players/271/265/23_60.png,Norway,54,77,Viking FK,https://cdn.sofifa.net/teams/300/30.png,€350K,€500,Right,2,2,Medium/ Low,172cm,64kg,€788K,35
140070,07 J. Cardozo,35,https://cdn.sofifa.net/players/140/070/07_60.png,Paraguay,79,87,,https://cdn.sofifa.net/flags/py.png,€0,€0,Left,3,1,N/A/ N/A,183cm,80kg,nan,20
255073,20 A. Valencia,19,https://cdn.sofifa.net/players/255/073/20_60.png,Colombia,54,69,Universidad de Chile,https://cdn.sofifa.net/teams/15029/30.png,€150K,€1K,Right,2,2,Medium/ Medium,180cm,75kg,€296K,31
256073,21 S. Sulbarán,22,https://cdn.sofifa.net/players/256/073/21_60.png,Venezuela,56,62,Zamora Fútbol Club,https://cdn.sofifa.net/teams/112912/30.png,€230K,€500,Right,3,3,Medium/ Low,165cm,63kg,€541K,20
262882,22 J. Holland-Wilkinson,18,https://cdn.sofifa.net/players/262/882/22_60.png,England,53,67,Preston North End,https://cdn.sofifa.net/teams/1801/30.png,€220K,€2K,Right,3,2,Medium/ Medium,175cm,70kg,€556K,27
199005,M. Ryan,30,https://cdn.sofifa.net/players/199/005/23_60.png,Australia,78,78,F.C. København,https://cdn.sofifa.net/teams/819/30.png,€9.5M,€20K,Right,4,1,Medium/ Medium,184cm,82kg,€12.4M,51
254944,21 J. Luna,26,https://cdn.sofifa.net/players/254/944/21_60.png,Venezuela,60,63,Club Sportivo Luqueño,https://cdn.sofifa.net/teams/111006/30.png,€275K,€500,Left,2,2,Medium/ Medium,184cm,83kg,€612K,70
263090,J. Eng,17,https://cdn.sofifa.net/players/263/090/23_60.png,Norway,57,78,Vålerenga Fotball,https://cdn.sofifa.net/teams/920/30.png,€525K,€500,Right,3,3,Medium/ Medium,180cm,76kg,€1.2M,27
255375,21 K. Adams,23,https://cdn.sofifa.net/players/255/375/21_60.png,New Zealand,57,62,Houston Dynamo,https://cdn.sofifa.net/teams/698/30.png,€230K,€1K,Left,2,2,Low/ High,188cm,82kg,€351K,32
262781,A. Cissoko,22,https://cdn.sofifa.net/players/262/781/23_60.png,France,60,68,Seattle Sounders FC,https://cdn.sofifa.net/teams/111144/30.png,€525K,€1K,Right,3,2,Medium/ High,191cm,79kg,€893K,92
264458,A. Matuq,19,https://cdn.sofifa.net/players/264/458/23_60.png,Saudi Arabia,56,69,Al Shabab,https://cdn.sofifa.net/teams/111674/30.png,€350K,€3K,Right,3,2,Medium/ Low,175cm,70kg,€814K,37
263376,A. Al-Hamadi,20,https://cdn.sofifa.net/players/263/376/23_60.png,Iraq,58,73,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€500K,€1K,Right,3,2,Medium/ Medium,187cm,76kg,€1.2M,25
255948,M. Byrne,21,https://cdn.sofifa.net/players/255/948/23_60.png,Republic of Ireland,52,63,Sligo Rovers,https://cdn.sofifa.net/teams/563/30.png,€180K,€500,Right,3,2,High/ Medium,178cm,74kg,€315K,12
270340,Y. Bellache,19,https://cdn.sofifa.net/players/270/340/23_60.png,Algeria,59,68,Clermont Foot 63,https://cdn.sofifa.net/teams/1815/30.png,€475K,€2K,Right,2,2,High/ Medium,175cm,70kg,€1M,88
260031,22 W. Bogado,22,https://cdn.sofifa.net/players/260/031/22_60.png,Paraguay,58,65,Club River Plate Asunción,https://cdn.sofifa.net/teams/114575/30.png,€425K,€500,Left,3,2,High/ Low,176cm,73kg,€999K,17
255488,22 D. Pérez,22,https://cdn.sofifa.net/players/255/488/22_60.png,Bolivia,60,65,Club Deportivo Jorge Wilstermann,https://cdn.sofifa.net/teams/110974/30.png,€350K,€500,Right,2,2,Medium/ High,175cm,69kg,€779K,31
261606,I. Kričak,25,https://cdn.sofifa.net/players/261/606/23_60.png,Serbia,61,65,Mjällby AIF,https://cdn.sofifa.net/teams/112072/30.png,€400K,€650,Right,3,2,Medium/ High,182cm,77kg,€530K,15
266402,22 O. Sako,25,https://cdn.sofifa.net/players/266/402/22_60.png,Côte d'Ivoire,63,68,LASK Linz,https://cdn.sofifa.net/teams/252/30.png,€625K,€5K,Right,3,2,Medium/ Medium,191cm,82kg,€984K,3
270274,M. Shabalala,18,https://cdn.sofifa.net/players/270/274/23_60.png,South Africa,53,72,Kaizer Chiefs,https://cdn.sofifa.net/teams/110929/30.png,€240K,€500,Right,3,2,Medium/ Medium,166cm,55kg,€666K,42
261906,21 Hu Shengjia,22,https://cdn.sofifa.net/players/261/906/21_60.png,China PR,48,53,Shijiazhuang Ever Bright F.C.,https://cdn.sofifa.net/teams/112985/30.png,€70K,€1K,Right,3,2,Medium/ Medium,175cm,68kg,€114K,35
